1	add_w	2	sub_w	2	mult_w	2	div_prot_w	2
-3.14	-0.00159265291649
-3.03870967742	-0.102701571086
-2.93741935484	-0.202757699496
-2.83612903226	-0.300735366715
-2.73483870968	-0.395630207535
-2.6335483871	-0.486469458682
-2.53225806452	-0.572321930569
-2.43096774194	-0.65230755289
-2.32967741935	-0.72560639618
-2.22838709677	-0.791467076884
-2.12709677419	-0.849214459759
-2.02580645161	-0.898256578657
-1.92451612903	-0.938090704748
-1.82322580645	-0.968308499977
-1.72193548387	-0.988600202913
-1.62064516129	-0.99875780411
-1.51935483871	-0.998677178398
-1.41806451613	-0.988359152267
-1.31677419355	-0.967909495397
-1.21548387097	-0.937537836415
-1.11419354839	-0.897555514002
-1.01290322581	-0.848372385369
-0.911612903226	-0.79049262483
-0.810322580645	-0.724509555532
-0.709032258065	-0.651099567317
-0.607741935484	-0.571015183085
-0.506451612903	-0.485077344703
-0.405161290323	-0.394166997567
-0.303870967742	-0.299216060065
-0.202580645161	-0.201197870518
-0.101290322581	-0.101117209525
-6.2172489379e-15	-6.2172489379e-15
0.101290322581	0.101117209525
0.202580645161	0.201197870518
0.303870967742	0.299216060065
0.405161290323	0.394166997567
0.506451612903	0.485077344703
0.607741935484	0.571015183085
0.709032258065	0.651099567317
0.810322580645	0.724509555532
0.911612903226	0.79049262483
1.01290322581	0.848372385369
1.11419354839	0.897555514002
1.21548387097	0.937537836415
1.31677419355	0.967909495397
1.41806451613	0.988359152267
1.51935483871	0.998677178398
1.62064516129	0.99875780411
1.72193548387	0.988600202913
1.82322580645	0.968308499977
1.92451612903	0.938090704748
2.02580645161	0.898256578657
2.12709677419	0.849214459759
2.22838709677	0.791467076884
2.32967741935	0.72560639618
2.43096774194	0.65230755289
2.53225806452	0.572321930569
2.6335483871	0.486469458682
2.73483870968	0.395630207535
2.83612903226	0.300735366715
2.93741935484	0.202757699496
3.03870967742	0.102701571086
